,Street,Area,City,Price,beds,baths,Url,Rent_per_room,lat,lng,avg_per_area
201,13A Marr Road,Manurewa,Auckland,570.0,3.0,1.0,https://www.myrent.co.nz/listings/SRVR4P,190.0,-37.015660600000004,174.88138130000002,206.42857142857142
202,710/2 Beach Road,AucklandCentral,Auckland,620.0,1.0,1.0,https://www.myrent.co.nz/listings/VHQJK6,620.0,-36.8453025,174.7709543,383.5460992907801
203,13/3 Hamilton Road,HerneBay,Auckland,675.0,1.0,1.0,https://www.myrent.co.nz/listings/JOCUER,675.0,-36.8445554,174.73813959999998,625.0
204,4/82B Luke Street East,Otahuhu,Auckland,430.0,2.0,1.0,https://www.myrent.co.nz/listings/JQFK76,215.0,-36.934314,174.8534742,230.71428571428572
205,38 Kenderdine Road,Papatoetoe,Auckland,570.0,3.0,1.0,https://www.myrent.co.nz/listings/K7TCZP,190.0,-36.98330670000001,174.8523481,228.78571428571428
206,1/9 Sunnynook Road,ForrestHill,Auckland,230.0,1.0,2.0,https://www.myrent.co.nz/listings/ZJFZRY,230.0,-36.752334000000005,174.74624719999997,260.83333333333337
207,1B Marshall Laing Avenue,MountRoskill,Auckland,370.0,1.0,1.0,https://www.myrent.co.nz/listings/GJC6D6,370.0,-36.917367,174.7209862,248.19444444444443
208,30 Glen Norman Avenue,Henderson,Auckland,390.0,2.0,1.0,https://www.myrent.co.nz/listings/D1SEUD,195.0,-36.8634282,174.6245586,322.57575757575756
209,12 Manapouri Place,PakurangaHeights,Auckland,650.0,4.0,1.0,https://www.myrent.co.nz/listings/ONUJNM,162.5,-36.9198659,174.88705180000002,224.7222222222222
210,174 Main Highway,Ellerslie,Auckland,730.0,3.0,1.0,https://www.myrent.co.nz/listings/WE5BAS,243.33333333333331,-36.898738,174.81241359999999,235.35714285714286
211,514/2 Beach Road,AucklandCentral,Auckland,440.0,1.0,1.0,https://www.myrent.co.nz/listings/OA8F3I,440.0,-36.8453025,174.7709543,383.5460992907801
212,323 Rangatira Road,BeachHaven,Auckland,360.0,1.0,1.0,https://www.myrent.co.nz/listings/QKPNJ1,360.0,-36.792412899999995,174.68792290000002,260.0
213,21 Hillcrest Avenue,Hillcrest,Auckland,590.0,3.0,1.0,https://www.myrent.co.nz/listings/RYD3NP,196.66666666666663,-36.7933284,174.7431018,194.44444444444443
214,205/152 Hobson Street,AucklandCentral,Auckland,430.0,1.0,1.0,https://www.myrent.co.nz/listings/6TUHTD,430.0,-36.8513789,174.76056619999997,383.5460992907801
215,27 Juniper Road,Sunnynook,Auckland,690.0,3.0,1.0,https://www.myrent.co.nz/listings/FPKDT2,230.0,-36.7536329,174.7387928,230.0
216,503/2 Beach Road,AucklandCentral,Auckland,470.0,1.0,1.0,https://www.myrent.co.nz/listings/XZWHDB,470.0,-36.8453025,174.7709543,383.5460992907801
217,7/4 View Road,MountEden,Auckland,725.0,2.0,1.0,https://www.myrent.co.nz/listings/YZKGGH,362.5,-36.8742217,174.7612611,346.75
218,3K/10 Crown Lynn Place,NewLynn,Auckland,420.0,1.0,1.0,https://www.myrent.co.nz/listings/Q72OKT,420.0,-36.912245,174.68680830000002,272.72727272727275
219,246 Don Buck Road,Massey,Auckland,600.0,3.0,1.0,https://www.myrent.co.nz/listings/VSQKEU,200.0,-36.84312979999999,174.60434130000002,219.79166666666666
220,97A Nile Road,Milford,Auckland,730.0,4.0,2.0,https://www.myrent.co.nz/listings/Q57QUQ,182.5,-36.77233820000001,174.75390480000002,224.16666666666666
221,2/121 Seymour Road,Sunnyvale,Auckland,465.0,2.0,1.0,https://www.myrent.co.nz/listings/TQ5K8E,232.5,-36.9049092,174.6266788,232.5
222,5 Lynfield Place,MountRoskill,Auckland,665.0,3.0,1.0,https://www.myrent.co.nz/listings/SHJAWN,221.66666666666663,-36.923037799999996,174.7157405,248.19444444444443
223,8A Fowler Street,Northcote,Auckland,400.0,4.0,2.0,https://www.myrent.co.nz/listings/VVB1PC,100.0,-36.8033303,174.7431825,203.75
224,1/20 Orcades Place,Lynfield,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/HT8KIC,250.0,-36.924275,174.721246,318.3333333333333
225,1501/2 Beach Road,AucklandCentral,Auckland,1000.0,3.0,2.0,https://www.myrent.co.nz/listings/WIGVGG,333.3333333333333,-36.8453025,174.7709543,383.5460992907801
226,201/1 Kimiora Street,ThreeKings,Auckland,1050.0,3.0,2.0,https://www.myrent.co.nz/listings/XTNIKE,350.0,-36.904282200000004,174.7588224,313.125
227,3/29 Hokonui Road,Otahuhu,Auckland,480.0,2.0,1.0,https://www.myrent.co.nz/listings/AN8MF3,240.0,-36.9365604,174.8403267,230.71428571428572
228,36 Santa Ana Drive,Dannemora,Auckland,820.0,4.0,2.0,https://www.myrent.co.nz/listings/GHW37T,205.0,-36.924406700000006,174.9267311,205.0
229,7/4 View Road,MountEden,Auckland,725.0,2.0,1.0,https://www.myrent.co.nz/listings/9RBTM4,362.5,-36.8742217,174.7612611,346.75
230,2/22 Balfour Road,Parnell,Auckland,1400.0,4.0,3.0,https://www.myrent.co.nz/listings/LUZTBO,350.0,-36.85044930000001,174.78427549999998,366.875
231,21A Bangla Place,Massey,Auckland,430.0,2.0,1.0,https://www.myrent.co.nz/listings/IGQUCL,215.0,-36.835519899999994,174.6231165,219.79166666666666
232,4 Cliff Road,Torbay,Auckland,390.0,1.0,1.0,https://www.myrent.co.nz/listings/YEW8HJ,390.0,-36.691303999999995,174.7550225,309.2857142857143
233,10B Ocean View Road,Northcote,Auckland,480.0,2.0,1.0,https://www.myrent.co.nz/listings/GDDRGN,240.0,-36.7951217,174.74457019999997,203.75
234,2/2 Alexander Avenue,Torbay,Auckland,320.0,1.0,1.0,https://www.myrent.co.nz/listings/HQW9CC,320.0,-36.7055953,174.7445989,309.2857142857143
235,62 Huntington Drive,HuntingtonPark,Auckland,630.0,3.0,2.0,https://www.myrent.co.nz/listings/HEK9WC,210.0,-36.9300742,174.904478,210.0
236,2 Kauri Point Road,Laingholm,Auckland,260.0,1.0,1.0,https://www.myrent.co.nz/listings/5H7UDI,260.0,-36.9702066,174.636014,260.0
237,2 The Way,Beachlands,Auckland,320.0,1.0,1.0,https://www.myrent.co.nz/listings/HGGRMT,320.0,-36.887003899999996,175.0047191,256.66666666666663
238,37 Williamson Avenue,GreyLynn,Auckland,950.0,3.0,2.0,https://www.myrent.co.nz/listings/HRQJNQ,316.6666666666667,-36.8601446,174.7451631,347.33333333333337
239,48A Bel Air Drive,Hillsborough,Auckland,655.0,3.0,1.0,https://www.myrent.co.nz/listings/EB7XIU,218.33333333333331,-36.9182215,174.764135,218.33333333333331
240,1 Mapau Road,Greenlane,Auckland,305.0,1.0,1.0,https://www.myrent.co.nz/listings/YSGNKH,305.0,-36.888733200000004,174.7920779,271.1111111111111
241,23A Vanbrugh Place,BucklandsBeach,Auckland,300.0,3.0,1.0,https://www.myrent.co.nz/listings/PECGN9,100.0,-36.885867499999996,174.91120780000003,179.28333333333333
242,3/29 Hokonui Road,Otahuhu,Auckland,490.0,2.0,1.0,https://www.myrent.co.nz/listings/DS65RB,245.0,-36.9365604,174.8403267,230.71428571428572
243,13/18 Edenvale Crescent,MountEden,Auckland,380.0,1.0,1.0,https://www.myrent.co.nz/listings/VPFPM9,380.0,-36.8710338,174.75824430000003,346.75
244,4/511 Parnell Road,Parnell,Auckland,625.0,2.0,1.0,https://www.myrent.co.nz/listings/UV5NYK,312.5,-36.8618988,174.78154980000002,366.875
245,30 Glen Norman Avenue,Henderson,Auckland,390.0,2.0,1.0,https://www.myrent.co.nz/listings/DWEH9C,195.0,-36.8634282,174.6245586,322.57575757575756
246,16 Stewart Gibson Place,TheGardens,Auckland,680.0,3.0,2.0,https://www.myrent.co.nz/listings/UBPFZJ,226.66666666666663,-37.013266200000004,174.91476219999998,239.99999999999997
247,4/619 Dominion Road,MountEden,Auckland,495.0,2.0,1.0,https://www.myrent.co.nz/listings/CCHVPB,247.5,-36.889601899999995,174.746419,346.75
248,4A San Vito Place,Henderson,Auckland,450.0,2.0,1.0,https://www.myrent.co.nz/listings/IBZ7CP,225.0,-36.8892767,174.6137477,322.57575757575756
249,14 Minto Road,Remuera,Auckland,400.0,1.0,1.0,https://www.myrent.co.nz/listings/2J8JQC,400.0,-36.8815852,174.8127114,369.0
250,3/21 Jutland Road,Hauraki,Auckland,640.0,2.0,1.0,https://www.myrent.co.nz/listings/TUND5U,320.0,-36.799376,174.77712649999998,319.0
251,148 Quay Street,AucklandCentral,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/ARRFJN,450.0,-36.843749200000005,174.7680622,383.5460992907801
252,27B Stott Avenue,Birkdale,Auckland,335.0,1.0,1.0,https://www.myrent.co.nz/listings/OKNQEZ,335.0,-36.8011894,174.700511,315.0
253,24 Charlestown Drive,FlatBush,Auckland,440.0,2.0,1.0,https://www.myrent.co.nz/listings/FR7CZS,220.0,-36.976127399999996,174.91374,242.61111111111111
254,58B Central Avenue,Papatoetoe,Auckland,460.0,2.0,1.0,https://www.myrent.co.nz/listings/OYWFQB,230.0,-36.9752755,174.864919,228.78571428571428
255,33 School Road,TeAtatuSouth,Auckland,650.0,3.0,1.0,https://www.myrent.co.nz/listings/L2FLNE,216.66666666666663,-36.865587700000006,174.6406259,191.0
256,16 Stewart Gibson Place,TheGardens,Auckland,680.0,3.0,2.0,https://www.myrent.co.nz/listings/ZKVUG9,226.66666666666663,-37.013266200000004,174.91476219999998,239.99999999999997
257,84 Avenue Road,Otahuhu,Auckland,395.0,1.0,1.0,https://www.myrent.co.nz/listings/LGQ71X,395.0,-36.9413982,174.85068049999998,230.71428571428572
258,24A Karaka Street,NewLynn,Auckland,630.0,4.0,2.0,https://www.myrent.co.nz/listings/CQFVZ9,157.5,-36.9078854,174.6720994,272.72727272727275
259,49 Robertson Road,Favona,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/QGXW4V,183.33333333333331,-36.9561773,174.8034941,178.33333333333334
260,33 West Harbour Drive,WestHarbour,Auckland,560.0,3.0,1.0,https://www.myrent.co.nz/listings/QIPHUX,186.66666666666663,-36.824186,174.6291761,184.44444444444443
261,2/7 Cumberland Avenue,Westmere,Auckland,580.0,2.0,1.0,https://www.myrent.co.nz/listings/32CQCM,290.0,-36.85720690000001,174.72321780000001,290.0
262,1/2 Pitlochry Place,HighlandPark,Auckland,600.0,2.0,1.0,https://www.myrent.co.nz/listings/VN4WUD,300.0,-36.903718700000006,174.91193810000001,300.0
263,18 Tauoma Crescent,Stonefields,Auckland,635.0,2.0,1.0,https://www.myrent.co.nz/listings/EV8FX3,317.5,-36.8884006,174.84730280000002,408.75
264,68A Hutchinsons Road,BucklandsBeach,Auckland,850.0,4.0,3.0,https://www.myrent.co.nz/listings/TMXMT1,212.5,-36.8937605,174.9124142,179.28333333333333
265,12/2 Western Springs Road,Morningside,Auckland,640.0,3.0,2.0,https://www.myrent.co.nz/listings/VWRL8Z,213.33333333333331,-36.8732706,174.7377104,269.4444444444444
266,13/18 Edenvale Crescent,MountEden,Auckland,380.0,1.0,1.0,https://www.myrent.co.nz/listings/QRNTKW,380.0,-36.8710338,174.75824430000003,346.75
267,2/130 Shackleton Road,MountEden,Auckland,420.0,1.0,1.0,https://www.myrent.co.nz/listings/G8GX5Y,420.0,-36.8945253,174.74598830000002,346.75
268,211/2 Maungawhau Road,Epsom,Auckland,495.0,1.0,1.0,https://www.myrent.co.nz/listings/QZZ6CL,495.0,-36.866950700000004,174.7721909,368.94791666666663
269,5 Hutchinson Avenue,NewLynn,Auckland,595.0,3.0,1.0,https://www.myrent.co.nz/listings/Y3MDER,198.33333333333331,-36.9154154,174.68009890000002,272.72727272727275
270,,CampbellsBay,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/3WDPDQ,450.0,-36.7467982,174.761271,405.5555555555556
271,17A Luanda Drive,Ranui,Auckland,480.0,3.0,1.0,https://www.myrent.co.nz/listings/7YHAQS,160.0,-36.8627072,174.5985206,190.96666666666664
272,73 Moore Street,Howick,Auckland,695.0,4.0,1.0,https://www.myrent.co.nz/listings/CXA2P2,173.75,-36.89660870000001,174.9295853,228.375
273,15 Addison Street,BlockhouseBay,Auckland,595.0,3.0,1.0,https://www.myrent.co.nz/listings/EGYQ7J,198.33333333333331,-36.915821799999996,174.69637880000002,256.66666666666663
274,,MountRoskill,Auckland,650.0,3.0,1.0,https://www.myrent.co.nz/listings/H458XH,216.66666666666663,-36.9046678,174.741694,248.19444444444443
275,7/4 View Road,MountEden,Auckland,750.0,2.0,1.0,https://www.myrent.co.nz/listings/VB9MWJ,375.0,-36.8742217,174.7612611,346.75
276,1/20 Orcades Place,Lynfield,Auckland,470.0,2.0,1.0,https://www.myrent.co.nz/listings/BQKGPS,235.0,-36.924275,174.721246,318.3333333333333
277,74 Princes Street,NorthcotePoint,Auckland,460.0,1.0,1.0,https://www.myrent.co.nz/listings/VRDPBG,460.0,-36.8203623,174.7480733,384.0
278,34 Brentwood Avenue,MountEden,Auckland,390.0,1.0,1.0,https://www.myrent.co.nz/listings/CBDB3B,390.0,-36.8699995,174.7539748,346.75
279,14 Craigavon Drive,EastTamaki,Auckland,800.0,3.0,2.0,https://www.myrent.co.nz/listings/TTNRGD,266.6666666666667,-36.9466709,174.9043789,266.6666666666667
280,2/130 Shackleton Road,MountEden,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/JDCFBQ,450.0,-36.8945253,174.74598830000002,346.75
281,841A Beach Road,BrownsBay,Auckland,560.0,2.0,1.0,https://www.myrent.co.nz/listings/QVTZ1V,280.0,-36.710732,174.7459295,236.46666666666664
282,1/41 Ellice Road,TotaraVale,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/9OR1FP,183.33333333333331,-36.767099200000004,174.7275193,194.99999999999994
283,1814/1 Courthouse Lane,AucklandCentral,Auckland,675.0,2.0,1.0,https://www.myrent.co.nz/listings/8UPVJX,337.5,-36.84826100000001,174.7668761,383.5460992907801
284,7A Parkvale Grove,TeAtatuPeninsula,Auckland,400.0,2.0,1.0,https://www.myrent.co.nz/listings/HHYEJU,200.0,-36.8517588,174.65044790000002,211.45833333333331
285,3/21 Jutland Road,Hauraki,Auckland,650.0,2.0,1.0,https://www.myrent.co.nz/listings/N6FXD6,325.0,-36.799376,174.77712649999998,319.0
286,,Paremoremo,Auckland,510.0,2.0,1.0,https://www.myrent.co.nz/listings/GWCS6N,255.0,-36.75821090000001,174.6507476,255.0
287,1401/20 McCrae Way,NewLynn,Auckland,460.0,1.0,1.0,https://www.myrent.co.nz/listings/JV3EJS,460.0,-36.909113,174.683432,272.72727272727275
288,940A East Coast Road,Northcross,Auckland,555.0,3.0,1.0,https://www.myrent.co.nz/listings/RV4TCD,185.0,-36.710242,174.72753730000002,185.0
289,193 Methuen Road,NewWindsor,Auckland,1100.0,5.0,3.0,https://www.myrent.co.nz/listings/DC9PD9,220.0,-36.9016884,174.7136372,215.41666666666669
290,,Howick,Auckland,330.0,1.0,1.0,https://www.myrent.co.nz/listings/WYTFOA,330.0,-36.892947799999995,174.9243831,228.375
291,2A Karaka Street,Takapuna,Auckland,680.0,3.0,2.0,https://www.myrent.co.nz/listings/W1G6U5,226.66666666666663,-36.7883366,174.75903269999998,389.88095238095235
292,89C Takahe Road,Titirangi,Auckland,270.0,1.0,1.0,https://www.myrent.co.nz/listings/Y164LP,270.0,-36.9370973,174.6678159,270.0
293,12B Tanglewood Place,CockleBay,Auckland,420.0,1.0,1.0,https://www.myrent.co.nz/listings/OGAV6A,420.0,-36.898648400000006,174.936868,420.0
294,2/18 Mander Place,BucklandsBeach,Auckland,725.0,4.0,2.0,https://www.myrent.co.nz/listings/CC9FVB,181.25,-36.879248600000004,174.90922759999998,179.28333333333333
295,21 Hillcrest Avenue,Hillcrest,Auckland,590.0,3.0,1.0,https://www.myrent.co.nz/listings/MRNQJ7,196.66666666666663,-36.7933284,174.7431018,194.44444444444443
296,3/35 Mahia Road,Manurewa,Auckland,445.0,2.0,1.0,https://www.myrent.co.nz/listings/GCH4J2,222.5,-37.0335662,174.90090800000002,206.42857142857142
297,,Manurewa,Auckland,440.0,2.0,1.0,https://www.myrent.co.nz/listings/YDFCJJ,220.0,-37.025395399999994,174.8934802,206.42857142857142
298,19 Thomas Rielly Avenue,Hobsonville,Auckland,480.0,2.0,1.0,https://www.myrent.co.nz/listings/YGOXLP,240.0,-36.801103000000005,174.65903219999998,241.66666666666666
299,10/533 Manukau Road,Epsom,Auckland,470.0,1.0,1.0,https://www.myrent.co.nz/listings/SG2ZJA,470.0,-36.8974427,174.7733744,368.94791666666663
300,2 Bahari Drive,Ranui,Auckland,1000.0,6.0,3.0,https://www.myrent.co.nz/listings/1ZFPWS,166.66666666666666,-36.8621872,174.6070149,190.96666666666664
301,9 Bishop Street,GreenBay,Auckland,480.0,2.0,1.0,https://www.myrent.co.nz/listings/YCFYB4,240.0,-36.9307885,174.6844714,201.25
302,841A Beach Road,BrownsBay,Auckland,580.0,2.0,1.0,https://www.myrent.co.nz/listings/BBFAN9,290.0,-36.710732,174.7459295,236.46666666666664
303,6 Widdison Place,Albany,Auckland,900.0,4.0,3.0,https://www.myrent.co.nz/listings/NYXGZA,225.0,-36.7311084,174.6937331,297.4
304,1303/2 Beach Road,AucklandCentral,Auckland,2000.0,3.0,3.0,https://www.myrent.co.nz/listings/DCUU4Z,666.6666666666666,-36.8453025,174.7709543,383.5460992907801
305,39 Aberley Road,SchnapperRock,Auckland,1100.0,5.0,3.0,https://www.myrent.co.nz/listings/VCL3WJ,220.0,-36.752295600000004,174.6856796,220.0
306,76 Ferndown Avenue,Papatoetoe,Auckland,335.0,1.0,1.0,https://www.myrent.co.nz/listings/A2XCU6,335.0,-36.9812589,174.8353976,228.78571428571428
307,115 Luke Street East,Otahuhu,Auckland,300.0,4.0,1.0,https://www.myrent.co.nz/listings/DPSQLW,75.0,-36.93592720000001,174.85500090000002,230.71428571428572
308,104A Bleakhouse Road,MellonsBay,Auckland,520.0,2.0,1.0,https://www.myrent.co.nz/listings/AEEFYH,260.0,-36.8863464,174.92121880000002,260.0
309,7 Kallaroo Place,BotanyDowns,Auckland,720.0,5.0,2.0,https://www.myrent.co.nz/listings/XMRTQN,144.0,-36.9133842,174.92056159999998,192.26666666666665
310,34 Albany Highway,Greenhithe,Auckland,560.0,4.0,1.0,https://www.myrent.co.nz/listings/JUFBFT,140.0,-36.763830299999995,174.71650280000003,140.0
311,3 Park Avenue,Grafton,Auckland,430.0,1.0,1.0,https://www.myrent.co.nz/listings/ZRBCS3,430.0,-36.863026899999994,174.76839669999998,292.91666666666663
312,1/12 Earnoch Avenue,Takapuna,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/SQAKPA,450.0,-36.7825593,174.7756501,389.88095238095235
313,10 Blomfield Spa,Takapuna,Auckland,750.0,2.0,1.0,https://www.myrent.co.nz/listings/397BNH,375.0,-36.7899419,174.7742854,389.88095238095235
314,421/57 Mahuhu Crescent,AucklandCentral,Auckland,690.0,2.0,1.0,https://www.myrent.co.nz/listings/FAWNBA,345.0,-36.8474211,174.77539730000004,383.5460992907801
315,5B/6 Winchester Street,GreyLynn,Auckland,710.0,3.0,1.0,https://www.myrent.co.nz/listings/AK2QYA,236.66666666666663,-36.8608103,174.7542676,347.33333333333337
316,,CastorBay,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/6ODZXB,250.0,-36.7579305,174.7667731,268.75
317,11A Barrie Avenue,Papatoetoe,Auckland,260.0,1.0,1.0,https://www.myrent.co.nz/listings/EUR2UE,260.0,-36.9724456,174.84605269999997,228.78571428571428
318,80A Lynn Road,Bayview,Auckland,590.0,3.0,2.0,https://www.myrent.co.nz/listings/PG5C3J,196.66666666666663,-36.7752573,174.7024968,193.5
319,8 Williams Avenue,Pakuranga,Auckland,870.0,5.0,3.0,https://www.myrent.co.nz/listings/TESHZW,174.0,-36.9109936,174.8660069,185.33333333333331
320,102 Clonbern Road,Remuera,Auckland,300.0,1.0,1.0,https://www.myrent.co.nz/listings/NTPNRS,300.0,-36.8873977,174.795873,369.0
321,25 Hills Road,Otara,Auckland,200.0,4.0,2.0,https://www.myrent.co.nz/listings/MKQ84B,50.0,-36.9587788,174.8828149,90.0
322,73 Moore Street,Howick,Auckland,725.0,4.0,1.0,https://www.myrent.co.nz/listings/JIKRRV,181.25,-36.89660870000001,174.9295853,228.375
323,1B Grainger Road,TeAtatuSouth,Auckland,680.0,4.0,2.0,https://www.myrent.co.nz/listings/5HXP86,170.0,-36.8621833,174.6459489,191.0
324,17 Patons Road,Howick,Auckland,920.0,5.0,3.0,https://www.myrent.co.nz/listings/DAAWTY,184.0,-36.892166100000004,174.9206143,228.375
325,23 Quinns Road,Waiatarua,Auckland,1200.0,3.0,2.0,https://www.myrent.co.nz/listings/HLX33E,400.0,-36.9363477,174.5776842,297.5
326,10 Plantation Avenue,FlatBush,Auckland,750.0,4.0,2.0,https://www.myrent.co.nz/listings/6B5ZXI,187.5,-36.95908440000001,174.9200145,242.61111111111111
327,268 Forest Hill Road,Waiatarua,Auckland,780.0,4.0,2.0,https://www.myrent.co.nz/listings/4FFDZC,195.0,-36.9196745,174.58681909999999,297.5
328,482 Great South Road,Papatoetoe,Auckland,890.0,5.0,3.0,https://www.myrent.co.nz/listings/TO8FS6,178.0,-36.9774314,174.87080509999998,228.78571428571428
329,1 Babington Place,Torbay,Auckland,720.0,3.0,2.0,https://www.myrent.co.nz/listings/2MJYNH,240.0,-36.6931685,174.74201599999998,309.2857142857143
330,44 Merton Road,SaintJohns,Auckland,880.0,4.0,2.0,https://www.myrent.co.nz/listings/12ZONS,220.0,-36.8791399,174.84546559999998,206.5
331,10 Quail Drive,AlbanyHeights,Auckland,995.0,5.0,2.0,https://www.myrent.co.nz/listings/11GZWS,199.0,-36.71751709999999,174.69434209999997,199.0
332,2/619 Dominion Road,MountEden,Auckland,540.0,2.0,1.0,https://www.myrent.co.nz/listings/WTKGLQ,270.0,-36.889601899999995,174.746419,346.75
333,912/2 Beach Road,AucklandCentral,Auckland,700.0,2.0,1.0,https://www.myrent.co.nz/listings/YJJXST,350.0,-36.8453025,174.7709543,383.5460992907801
334,F/73 Parnell Road,Parnell,Auckland,550.0,2.0,1.0,https://www.myrent.co.nz/listings/ANRRPX,275.0,-36.8524419,174.77834319999997,366.875
335,47L Wallace Street,HerneBay,Auckland,590.0,1.0,1.0,https://www.myrent.co.nz/listings/HBW8L4,590.0,-36.8423467,174.7333878,625.0
336,7 Kallaroo Place,BotanyDowns,Auckland,720.0,5.0,2.0,https://www.myrent.co.nz/listings/Z52GND,144.0,-36.9133842,174.92056159999998,192.26666666666665
337,147 Rangatira Road,BeachHaven,Auckland,630.0,3.0,1.0,https://www.myrent.co.nz/listings/WTDEGT,210.0,-36.8046341,174.69336230000002,260.0
338,6/10A Arabi Street,Sandringham,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/TIQ3CO,250.0,-36.8874062,174.7423903,227.97619047619045
339,12 Malabar Drive,Ellerslie,Auckland,850.0,4.0,2.0,https://www.myrent.co.nz/listings/Z3IBWE,212.5,-36.8935588,174.8145629,235.35714285714286
340,147 Nelson Street,AucklandCentral,Auckland,580.0,2.0,1.0,https://www.myrent.co.nz/listings/PAHTRW,290.0,-36.852667700000005,174.75745890000002,383.5460992907801
341,,MountRoskill,Auckland,630.0,4.0,1.0,https://www.myrent.co.nz/listings/F43W2H,157.5,-36.9046678,174.741694,248.19444444444443
342,787 Scenic Drive,HendersonValley,Auckland,320.0,1.0,1.0,https://www.myrent.co.nz/listings/OMEDTB,320.0,-36.899364500000004,174.5457954,315.0
343,2/50 Taharoto Road,Takapuna,Auckland,930.0,4.0,2.0,https://www.myrent.co.nz/listings/FTCNCJ,232.5,-36.786933700000006,174.7576314,389.88095238095235
344,,PointChevalier,Auckland,430.0,1.0,1.0,https://www.myrent.co.nz/listings/XFHBGE,430.0,-36.870872,174.7098175,430.0
345,12 Airey Place,Torbay,Auckland,600.0,3.0,1.0,https://www.myrent.co.nz/listings/D2SJIV,200.0,-36.706844399999994,174.73894109999998,309.2857142857143
346,31 Lawson Creek Street,Massey,Auckland,590.0,2.0,1.0,https://www.myrent.co.nz/listings/E6Z9F8,295.0,-36.8296192,174.6140026,219.79166666666666
347,213 Portage Road,GreenBay,Auckland,650.0,4.0,2.0,https://www.myrent.co.nz/listings/CGMFG2,162.5,-36.9292338,174.68886840000002,201.25
348,3/18 Sydney Street,Hauraki,Auckland,650.0,2.0,1.0,https://www.myrent.co.nz/listings/VNNHFG,325.0,-36.801198299999996,174.7726755,319.0
349,27 Lawson Creek Street,Massey,Auckland,580.0,2.0,1.0,https://www.myrent.co.nz/listings/DKFI7J,290.0,-36.8296192,174.6140026,219.79166666666666
350,8B Cameron Place,Ranui,Auckland,650.0,4.0,1.0,https://www.myrent.co.nz/listings/Y1ESJV,162.5,-36.8645206,174.6064179,190.96666666666664
351,15 James Tyler Crescent,Lynfield,Auckland,560.0,3.0,1.0,https://www.myrent.co.nz/listings/XUP7KI,186.66666666666663,-36.9303437,174.72777659999997,318.3333333333333
352,1M/250 Richmond Road,GreyLynn,Auckland,400.0,1.0,1.0,https://www.myrent.co.nz/listings/ZDVDJB,400.0,-36.8541568,174.7335156,347.33333333333337
353,9C Vernon Street,AucklandCentral,Auckland,900.0,3.0,2.0,https://www.myrent.co.nz/listings/EZT9AP,300.0,-36.849002399999996,174.75587969999998,383.5460992907801
354,1/45A Puhinui Road,Manukau,Auckland,250.0,1.0,1.0,https://www.myrent.co.nz/listings/4BHMLY,250.0,-36.983004,174.87243940000002,250.0
355,1112/2 Beach Road,AucklandCentral,Auckland,790.0,2.0,1.0,https://www.myrent.co.nz/listings/USHRQ3,395.0,-36.8453025,174.7709543,383.5460992907801
356,26/2 Arawa Street,NewLynn,Auckland,570.0,3.0,1.0,https://www.myrent.co.nz/listings/H2E4GV,190.0,-36.9107422,174.675406,272.72727272727275
357,84A Aranui Road,MountWellington,Auckland,310.0,3.0,1.0,https://www.myrent.co.nz/listings/KSQ3HX,103.33333333333331,-36.9154614,174.82955149999998,248.48484848484847
358,2/43 Celtic Crescent,Ellerslie,Auckland,545.0,2.0,1.0,https://www.myrent.co.nz/listings/2DFYPJ,272.5,-36.8886915,174.82487930000002,235.35714285714286
359,47 Cardiff Road,PakurangaHeights,Auckland,560.0,3.0,1.0,https://www.myrent.co.nz/listings/ZYE6WH,186.66666666666663,-36.916677500000006,174.8761174,224.7222222222222
360,77 MacLeans Road,BucklandsBeach,Auckland,930.0,5.0,2.0,https://www.myrent.co.nz/listings/RYVQLH,186.0,-36.8848197,174.91568869999998,179.28333333333333
361,202/47 Hobson Street,AucklandCentral,Auckland,400.0,1.0,1.0,https://www.myrent.co.nz/listings/ZREGQ7,400.0,-36.84723220000001,174.7618548,383.5460992907801
362,139 Don Buck Road,Massey,Auckland,420.0,2.0,1.0,https://www.myrent.co.nz/listings/JCD9C3,210.0,-36.8511362,174.6105756,219.79166666666666
363,47 Lockheed Street,Hobsonville,Auckland,925.0,5.0,3.0,https://www.myrent.co.nz/listings/Q2U9DR,185.0,-36.7940609,174.6514622,241.66666666666666
364,6D/34 Kingston Street,AucklandCentral,Auckland,475.0,2.0,1.0,https://www.myrent.co.nz/listings/F1YDPB,237.5,-36.8473989,174.76231289999998,383.5460992907801
365,5 Lynfield Place,MountRoskill,Auckland,670.0,3.0,1.0,https://www.myrent.co.nz/listings/MW4KUR,223.33333333333331,-36.923037799999996,174.7157405,248.19444444444443
366,1/41 Ellice Road,TotaraVale,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/GDWDPL,183.33333333333331,-36.767099200000004,174.7275193,194.99999999999994
